000001.SS,^GSPC,^N225,^STOXX,Index
2486.418945,2768.780029,22658.16016,361.6700134,6733.040911
2550.465088,2767.780029,22532.08008,361.2399902,6722.595074
2654.875977,2755.879883,22614.82031,359.7399902,6743.874269
2594.825928,2740.689941,22010.7793,354.0599976,6733.130161
2603.294922,2656.100098,22091.17969,353.269989,6752.693244
2603.800049,2705.570068,21268.73047,355.0700073,6731.755235
2598.846924,2658.689941,21184.59961,352.3399963,6730.683731
2542.103027,2641.25,21149.80078,355.5100098,6579.436052
2568.048096,2682.629883,21457.28906,355.5299988,6581.585178
2602.782959,2711.73999,21920.46094,361.6099854,6565.008111
2606.237061,2740.370117,21687.65039,363.0799866,6627.508568
2676.476074,2723.060059,22243.66016,364.0799866,6640.979003
2665.430908,2738.310059,21898.99023,363.5,6682.854975
2659.355957,2755.449951,22147.75,362.5499878,6735.971927
2641.342041,2813.889893,22085.80078,366.3900146,6802.07272
2635.63208,2806.830078,22486.91992,367.0799866,6718.899086
2598.87207,2781.01001,22250.25,365.7399902,6648.156825
2630.52002,2726.219971,22269.88086,362.0299988,6632.97502
2654.879883,2722.179932,21810.51953,364.4400024,6616.667885
2632.24292,2701.580078,21846.48047,362.269989,5963.97057
2668.169922,2730.199951,21803.61914,358.4299927,5873.38926
2679.110107,2736.27002,21680.33984,357.7099915,5793.759752
2703.511963,2690.72998,21821.16016,355.1099854,5057.770211
2645.85498,2641.889893,21583.11914,351.0599976,4615.639913
2651.504883,2649.929932,21507.53906,355.0700073,4773.956814
2645.434082,2649.929932,21646.55078,352.5700073,4525.228258
2579.48291,2632.560059,21646.55078,353.980011,4502.938314
2575.810059,2673.449951,21812,358.3299866,3917.195553
2574.678955,2682.169922,21952.40039,357.3999939,3962.122818
2601.737061,2743.790039,22177.01953,357.3900146,4414.858005
2567.443115,2737.800049,22262.59961,358.1000061,4430.573423
2588.187988,2760.169922,22351.06055,357.4899902,4162.865892
2654.798096,2790.370117,22574.75977,361.1799927,4034.455832
2665.958008,2700.060059,22036.05078,358.4299927,4098.619622
2649.804932,2700.060059,21919.33008,354.269989,3886.056531
2605.180908,2695.949951,21501.61914,343.3099976,3640.060052
2605.887939,2633.080078,21678.67969,345.4500122,3538.750736
2584.582031,2637.719971,21219.5,338.9899902,3619.208734
2594.087891,2636.780029,21148.01953,344.1799927,3537.588765
2602.153076,2651.070068,21602.75,350,3602.294693
2634.049072,2650.540039,21816.18945,349.4200134,3424.120308
2593.740967,2599.949951,21374.83008,347.2099915,3350.48878
2597.974121,2545.939941,21506.88086,343.2600098,3670.53371
2576.649902,2546.159912,21115.44922,340.4599915,3827.618656
2549.562988,2506.959961,20987.91992,341.519989,3877.232939
2536.268066,2467.419922,20392.58008,336.5799866,4283.853058
2516.250977,2416.620117,20166.18945,336.6700134,4037.175829
2527.00708,2351.100098,20166.18945,336.6700134,4252.387462
2504.819092,2351.100098,19155.74023,336.6700134,3976.82857
2498.293945,2467.699951,19327.06055,336.6700134,4020.49792
2483.085938,2488.830078,20077.61914,329.5799866,3800.016032
2493.895996,2485.73999,20014.76953,336.230011,4094.416791
2493.895996,2506.850098,20014.76953,336.230011,3906.867426
2465.291016,2510.030029,20014.76953,336.230011,4132.252536
2464.363037,2447.889893,20014.76953,333.9200134,4018.311576
2514.86792,2531.939941,19561.96094,343.3800049,4045.184623
2533.089111,2549.689941,20038.9707,342.8800049,4215.178254
2526.461914,2574.409912,20204.03906,345.8500061,4221.159975
2544.344971,2584.959961,20427.06055,347.7000122,4225.539011
2535.099121,2596.639893,20163.80078,348.8800049,3841.814885
2553.831055,2596.26001,20359.69922,349.2000122,3847.729772
2535.764893,2582.610107,20359.69922,347.5100098,3868.008933
2570.344971,2610.300049,20555.28906,348.7099915,3784.776681
2570.422119,2616.100098,20442.75,350.5899963,3810.91947
2559.636963,2635.959961,20402.26953,350.730011,3834.722866
2596.006104,2670.709961,20666.07031,357.0499878,3810.706152
2610.509033,2670.709961,20719.33008,356.3599854,3724.949542
2579.704102,2632.899902,20622.91016,355.0899963,3755.593038
2581.003906,2638.699951,20593.7207,354.8900146,3735.130486
2591.694092,2642.330078,20574.63086,355.6700134,3751.55174
2601.7229,2664.76001,20773.56055,357.8399963,3749.648262
2596.977051,2643.850098,20649,354.3800049,3608.691934
2594.253906,2640,20664.64063,357.230011,3585.305753
2575.575928,2681.050049,20556.53906,358.5100098,3627.486719
2584.572021,2704.100098,20773.49023,358.6700134,3596.931977
2618.231934,2706.530029,20788.39063,359.7099915,3628.84012
2618.231934,2724.870117,20883.76953,359.9200134,3601.516591
2618.231934,2737.699951,20844.44922,364.9899902,3608.517259
2618.231934,2731.610107,20874.06055,365.519989,3552.056381
2618.231934,2706.050049,20751.2793,360.0799866,3537.667271
2618.231934,2707.879883,20333.16992,358.0700073,3829.990011
2653.895996,2709.800049,20333.16992,361.1199951,3813.382782
2671.894043,2744.72998,20864.21094,362.7799988,3820.496641
2721.068115,2753.030029,21144.48047,364.9700012,3797.106965
2719.699951,2745.72998,21139.71094,363.7999878,3780.380529
2682.38501,2775.600098,20900.63086,368.9400024,3786.084416
2754.356934,2775.600098,21281.84961,369.7799988,4110.375842
2755.645996,2779.76001,21302.65039,368.9700012,4140.809665
2761.218994,2784.699951,21431.49023,371.4599915,4201.674519
2751.801025,2774.879883,21464.23047,370.4100037,4149.89104
2804.226074,2792.669922,21425.50977,371.230011,4204.922989
2961.282959,2796.110107,21528.23047,372.1799927,4069.246897
2941.516113,2793.899902,21449.39063,373.6400146,4038.419453
2953.823975,2792.379883,21556.50977,372.5799866,4033.229498
2940.954102,2784.48999,21385.16016,372.7999878,4038.239446
2994.004883,2803.689941,21602.68945,374.2399902,4043.989663
3027.575928,2792.810059,21822.03906,375.0899963,3936.2117
3054.24707,2789.649902,21726.2793,375.6400146,4087.806054
3102.099121,2771.449951,21596.81055,375.480011,4098.990922
3106.417969,2748.929932,21456.00977,373.8800049,4107.206685
2969.861084,2743.070068,21025.56055,370.5700073,4092.867081
3026.99292,2783.300049,21125.08984,373.4700012,4094.996664
3060.306885,2791.52002,21503.68945,373.25,4101.13214
3026.950928,2810.919922,21290.24023,375.6000061,4096.444648
2990.685059,2808.47998,21287.01953,378.519989,4115.204069
3021.750977,2822.47998,21450.84961,381.1000061,4158.132342
3096.417969,2832.939941,21584.5,382.1099854,4232.677898
3090.975098,2832.570068,21566.84961,384.2900085,4272.862932
3090.639893,2824.22998,21608.91992,380.8399963,4289.549197
3101.455078,2854.879883,21608.91992,380.6900024,4225.855254
3104.148926,2800.709961,21627.33984,376.0299988,4221.498213
3043.031006,2798.360107,20977.10938,374.3299866,4158.133736
2997.094971,2818.459961,21428.39063,377.2000122,4180.410668
3022.719971,2805.370117,21378.73047,377.2799988,4290.873218
2994.943115,2815.439941,21033.75977,376.8399963,4270.263425
3090.758057,2834.399902,21205.81055,379.0899963,4302.744337
3170.361084,2867.189941,21509.0293,383.6700134,4361.319889
3176.822998,2867.23999,21505.31055,385.0299988,5120.702682
3216.294922,2873.399902,21713.21094,388.9200134,5220.058886
3246.571045,2879.389893,21724.94922,387.8699951,5166.461878
3246.571045,2892.73999,21807.5,388.230011,5291.542557
3244.810059,2895.77002,21761.65039,387.5100098,5560.178766
3239.664063,2878.199951,21802.58984,385.6799927,5468.478468
3241.929932,2888.209961,21687.57031,386.6799927,5590.877196
3189.961914,2888.320068,21711.38086,386.9100037,5310.232319
3188.625977,2907.409912,21870.56055,387.5299988,5333.818162
3177.787109,2905.580078,22169.10938,388.1000061,5308.311795
3253.5979,2907.060059,22221.66016,389.2099915,5485.119132
3263.11792,2900.449951,22277.9707,389.5899963,5498.79955
3250.200928,2905.030029,22090.11914,390.4599915,5554.88078
3270.797119,2905.030029,22200.56055,390.4599915,5560.683927
3215.042969,2907.969971,22217.90039,390.4599915,5648.762677
3198.593994,2933.679932,22259.74023,391.3500061,5819.211135
3201.614014,2927.25,22200,390.980011,5704.552698
3123.825928,2926.169922,22307.58008,390.1499939,5436.737887
3086.398926,2939.879883,22258.73047,391.0100098,5509.31673
3086.398926,2943.030029,22258.73047,391.3200073,5471.013047
3086.398926,2945.830078,22258.73047,391.3500061,5587.716986
3086.398926,2923.72998,22258.73047,391.3500061,5637.718417
3086.398926,2917.52002,22258.73047,388.8399963,5741.715655
3086.398926,2945.639893,22258.73047,390.3699951,6016.150512
2906.464111,2932.469971,22258.73047,386.9500122,5995.088
2926.391113,2884.050049,21923.7207,381.6400146,6074.601886
2893.75708,2879.419922,21602.58984,382.230011,6228.682113
2850.954102,2870.719971,21402.13086,375.9200134,6419.696795
2939.210938,2881.399902,21344.91992,377.1400146,6629.893404
2903.712891,2811.870117,21191.2793,372.5700073,8100.539326
2883.611084,2834.409912,21067.23047,376.3399963,8304.092585
2938.677979,2850.959961,21188.56055,378.0599976,8555.005123
2955.710938,2876.320068,21062.98047,382.8800049,8245.519062
2882.295898,2859.530029,21250.08984,381.5100098,7677.626318
2870.60498,2840.22998,21301.73047,377.4599915,8322.880954
2905.968994,2864.360107,21272.44922,379.5,8311.32181
2891.705078,2856.27002,21283.36914,379.1900024,8014.27389
2852.514893,2822.23999,21151.14063,373.7900085,8218.414801
2852.995117,2826.060059,21117.2207,375.8900146,8338.177427
2892.37793,2826.060059,21182.58008,376.7099915,9197.976267
2909.910889,2802.389893,21260.14063,375.8999939,9108.029985
2914.696045,2783.02002,21003.36914,370.5100098,9045.297878
2905.804932,2788.860107,20942.5293,370.5100098,8685.236443
2898.696045,2752.060059,20601.18945,369.0599976,8958.263427
2890.081055,2744.449951,20410.88086,370.4899902,8570.071294
2862.280029,2803.27002,20408.53906,372.6700134,8052.163345
2861.417969,2826.149902,20776.09961,374.0799866,8176.2923
2827.798096,2843.48999,20774.03906,374.0100098,8183.808101
2827.798096,2873.340088,20884.71094,377.480011,8413.519363
2852.129883,2886.72998,21134.41992,377.480011,8378.198411
2925.716064,2885.719971,21204.2793,380.8900146,8310.752195
2909.379883,2879.840088,21129.7207,379.7399902,8543.653743
2910.740967,2891.639893,21032,380.3299866,8620.382041
2881.974121,2886.97998,21116.89063,378.8099976,9092.740917
2887.62207,2889.669922,21124,378.4599915,9731.206931
2890.157959,2917.75,20972.71094,384.7799988,9483.880967
2917.802979,2926.459961,21333.86914,384.769989,9681.484893
2987.118896,2954.179932,21462.85938,386.1600037,9936.187943
3001.97998,2950.459961,21258.64063,384.7600098,10580.14311
3008.147949,2945.350098,21285.99023,383.7900085,11459.01804
2982.073975,2917.379883,21193.81055,383.3999939,12247.81877
2976.283936,2913.780029,21086.58984,382.2000122,13486.60809
2996.792969,2924.919922,21338.16992,382.2099915,11593.8331
2978.87793,2941.76001,21275.91992,384.8699951,12841.75935
3044.903076,2964.330078,21729.9707,387.8699951,11003.03539
3043.943115,2973.01001,21754.26953,389.2900085,11216.24438
3015.262939,2995.820068,21638.16016,392.5799866,12390.54979
3005.249023,2995.820068,21702.44922,392.9400024,11623.50031
3011.059082,2990.409912,21746.38086,390.1099854,11388.50868
2933.363037,2975.949951,21534.34961,389.8999939,12725.91113
2928.22998,2979.629883,21565.15039,387.9200134,13005.31727
2915.302002,2993.070068,21533.48047,387.1499939,12558.20553
2917.760986,2999.909912,21643.5293,386.7000122,11732.90279
2930.550049,3013.77002,21685.90039,386.8500061,12200.80669
2942.189941,3014.300049,21685.90039,387.75,11218.57685
2937.620117,3004.040039,21535.25,389.1000061,9758.57991
2931.689941,2984.419922,21469.17969,387.6600037,9997.53337
2901.179932,2995.110107,21046.24023,386.7999878,10996.87187
2924.199951,2976.610107,21466.99023,387.25,10853.13714
2886.974121,2985.030029,21416.78906,387.7399902,10658.56904
2899.939941,3005.469971,21620.88086,391.5400085,10206.54552
2923.280029,3019.560059,21709.57031,391.730011,10125.74626
2937.360107,3003.669922,21756.55078,389.519989,10227.34903
2944.540039,3025.860107,21658.15039,390.730011,10186.70478
2941.01001,3020.969971,21616.80078,390.8500061,9823.040678
2952.340088,3013.179932,21709.31055,385.1099854,9910.662457
2932.51001,2980.379883,21521.5293,385.769989,10405.04864
2908.77002,2953.560059,21540.99023,385.769989,10718.89724
2867.840088,2932.050049,21087.16016,378.1499939,10833.44487
2821.5,2844.73999,20720.28906,369.4299927,12139.24405
2777.555908,2881.77002,20585.31055,367.7099915,11799.77335
2768.679932,2883.97998,20516.56055,368.6000061,12261.71612
2794.552002,2938.090088,20593.34961,374.7099915,12279.72175
2774.75,2918.649902,20684.82031,371.5599976,12160.0916
2814.98999,2882.699951,20684.82031,370.4100037,11682.08643
2797.26001,2926.320068,20455.43945,372.3999939,11191.41091
2808.909912,2840.600098,20655.13086,366.1600037,10316.69498
2815.800049,2847.600098,20405.65039,365.0899963,10578.8972
2823.820068,2888.679932,20418.81055,369.6300049,10637.06783
2883.100098,2923.649902,20563.16016,373.8599854,11198.96429
2880,2900.51001,20677.2207,371.2999878,11037.42406
2880.330078,2924.429932,20618.57031,375.7999878,10400.16981
2883.439941,2922.949951,20628.00977,374.2900085,10398.26617
2897.429932,2847.110107,20710.91016,371.3599854,10680.37696
2863.570068,2878.379883,20261.03906,371.2799988,10635.73342
2902.189941,2869.159912,20456.08008,373.6199951,10448.00991
2893.76001,2887.939941,20479.41992,372.8599854,9997.684577
2890.919922,2924.580078,20460.92969,376.7399902,9745.643117
2886.23999,2926.459961,20704.36914,379.480011,9833.19288
2924.105957,2926.459961,20620.18945,380.6900024,10593.9319
2930.149902,2906.27002,20625.16016,379.8099976,10874.07008
2957.409912,2937.780029,20649.14063,383.1799927,10839.60244
2985.860107,2976,21085.93945,385.9200134,10816.98823
2999.600098,2978.709961,21199.57031,387.1400146,10590.26302
3024.73999,2978.429932,21318.41992,386.0599976,10588.16013
3021.199951,2979.389893,21392.09961,386.4400024,10368.43479
3008.810059,3000.929932,21597.75977,389.7099915,10428.79952
3031.23999,3009.570068,21759.60938,390.480011,10662.12122
3031.23999,3007.389893,21988.28906,391.7900085,10612.2719
3030.75,2997.959961,21988.28906,389.5299988,10548.10874
2978.120117,3005.699951,22001.32031,389.3299866,10525.78089
2985.659912,3006.72998,21960.71094,389.4100037,10489.47333
2999.280029,3006.790039,22044.44922,391.7999878,10566.68389
3006.449951,2992.070068,22079.08984,392.9500122,10476.72083
2977.080078,2991.780029,22079.08984,389.7999878,9999.951031
2985.340088,2966.600098,22098.83984,389.8399963,8846.27416
2955.429932,2984.870117,22020.15039,387.5899963,8717.343458
2929.090088,2977.620117,22048.24023,389.9500122,8342.932724
2932.169922,2961.790039,21878.90039,391.7900085,8484.627242
2905.189941,2976.73999,21755.83984,393.1499939,8531.599671
2905.189941,2940.25,21885.24023,387.9899902,8578.552681
2905.189941,2887.610107,21778.60938,377.519989,8632.317534
2905.189941,2910.629883,21341.74023,377.4599915,8493.727741
2905.189941,2952.01001,21410.19922,380.2200012,8441.796149
2905.189941,2938.790039,21375.25,382.9100037,8487.041218
2913.570068,2893.060059,21587.7793,378.7099915,8470.822902
2924.860107,2919.399902,21456.38086,380.2999878,8851.310841
2947.709961,2938.129883,21551.98047,382.7600098,8838.586535
2973.659912,2970.27002,21798.86914,391.6099854,8563.436477
3007.879883,2966.149902,21798.86914,389.6900024,8621.204289
2991.050049,2995.679932,22207.21094,394.019989,8444.153972
2978.709961,2989.689941,22472.91992,393.4599915,8278.893457
2977.330078,2997.949951,22451.85938,393.0799866,8339.287596
2938.139893,2986.199951,22492.67969,391.8399963,8202.717189
2939.620117,3006.719971,22548.90039,394.2200012,8476.251314
2954.379883,2995.98999,22548.90039,394.5899963,8306.892708
2941.620117,3004.52002,22625.38086,395.0299988,7729.351526
2940.919922,3010.290039,22750.59961,397.3699951,7708.5143
2954.929932,3022.550049,22799.81055,398.0100098,8902.04175
2980.050049,3039.419922,22867.26953,398.9899902,9499.652424
2954.179932,3036.889893,22974.13086,398.3699951,9680.613188
2939.320068,3046.77002,22843.11914,398.7000122,9451.505881
2929.060059,3037.560059,22927.03906,396.75,9445.112131
2958.199951,3066.909912,22850.76953,399.4299927,9506.420398
2975.48999,3078.27002,22850.76953,403.4100037,9663.270542
2991.560059,3074.620117,23251.99023,404.230011,9597.861267
2978.600098,3076.780029,23303.82031,405.0700073,9619.527641
2978.709961,3085.179932,23330.32031,406.5599976,9520.115673
2964.179932,3093.080078,23391.86914,405.4200134,9052.381188
2909.969971,3087.01001,23331.83984,405.3399963,9007.970354
2914.820068,3091.840088,23520.00977,406.8999939,9066.707399
2905.23999,3094.040039,23319.86914,405.8599854,9060.694568
2909.870117,3096.629883,23141.55078,404.4100037,8956.630409
2891.340088,3120.459961,23303.32031,406.0400085,8733.404203
2909.199951,3122.030029,23416.75977,405.9899902,8549.517095
2933.98999,3120.179932,23292.65039,405.5,8442.024156
2911.050049,3108.459961,23148.57031,403.8200073,8261.006783
2903.639893,3103.540039,23038.58008,402.2200012,7857.683848
2885.290039,3110.290039,23112.88086,403.980011,7496.850359
2906.169922,3133.639893,23292.81055,408.0899963,7340.751772
2907.060059,3140.52002,23373.32031,408.4899902,7416.922929
2903.189941,3153.629883,23437.76953,409.8099976,7734.951153
2889.693115,3153.629883,23409.14063,409.25,7664.191597
2871.97998,3140.97998,23293.91016,407.4299927,7967.811007
2875.810059,3113.870117,23529.5,401.0100098,7518.997488
2884.699951,3093.199951,23379.81055,398.480011,7515.651434
2878.115967,3112.76001,23135.23047,403.1900024,7446.061418
2899.468994,3117.429932,23300.08984,402.6600037,7644.921928
2912.013916,3145.909912,23354.40039,407.3500061,7743.991904
2914.478027,3135.959961,23430.69922,406.3900146,7596.192346
2917.315918,3132.52002,23410.18945,405.3399963,7471.338177
2924.416992,3141.629883,23391.85938,406.2200012,7407.19565
2915.697998,3168.570068,23424.81055,407.5799866,7434.976244
2967.676025,3168.800049,24023.09961,412.019989,7461.194317
2984.393066,3191.449951,23952.34961,417.75,7108.48461
3022.422119,3192.52002,24066.11914,414.9200134,6801.990606
3017.043945,3191.139893,23934.42969,414.3800049,7452.588656
3017.065918,3205.370117,23864.84961,415.0700073,7373.939414
3004.937988,3221.219971,23816.63086,418.3999939,7390.130056
2962.750977,3224.01001,23821.10938,418.269989,7527.000031
2982.680908,3223.379883,23830.58008,418.269989,7494.171414
2981.881104,3223.379883,23782.86914,418.269989,7444.078446
3007.35498,3239.909912,23924.91992,418.269989,7407.490136
3005.035889,3240.02002,23837.7207,419.7399902,7460.400765
3040.023926,3221.290039,23656.61914,416.1700134,7470.248506
3050.124023,3230.780029,23656.61914,416.1700134,7366.352365
3085.197998,3257.850098,23656.61914,416.1700134,7154.477302
3083.785889,3234.850098,23656.61914,418.3299866,7523.315446
3083.407959,3246.280029,23204.85938,416.6300049,7961.314483
3104.802002,3237.179932,23575.7207,417.6700134,8355.812102
3066.893066,3253.050049,23204.75977,418.3599854,8268.994733
3094.88208,3274.699951,23739.86914,419.6400146,8065.48883
3092.291016,3265.350098,23850.57031,419.1400146,8361.506137
3115.570068,3288.129883,23850.57031,418.3900146,8340.384116
3106.820068,3283.149902,24025.16992,419.5899963,9054.629821
3090.040039,3289.290039,23916.58008,419.6300049,9033.741803
3074.081055,3316.810059,23933.13086,420.5400085,8948.321265
3075.496094,3329.620117,24041.25977,424.5599976,9164.074251
3095.787109,3329.620117,24083.50977,423.980011,8884.707526
3052.139893,3320.790039,23864.56055,423.3800049,8975.95911
3060.754883,3321.75,24031.34961,423.0400085,8910.216096
2976.528076,3325.540039,23795.43945,420.0299988,8626.579887
2976.528076,3295.469971,23827.17969,423.6400146,8665.56693
2976.528076,3243.629883,23343.50977,414.0700073,9142.17106
2976.528076,3276.23999,23215.71094,417.5599976,9598.340173
2976.528076,3273.399902,23379.40039,419.4100037,9554.596994
2976.528076,3283.659912,22977.75,415.1600037,9764.811763
2976.528076,3225.52002,23205.17969,410.7099915,9601.446546
2746.605957,3248.919922,22971.93945,411.7200012,9555.998409
2783.288086,3297.590088,23084.58984,418.4700012,9441.206381
2818.087891,3334.689941,23319.56055,423.6199951,9893.052031
2866.51001,3345.780029,23873.58984,425.4899902,10018.47396
2875.959961,3327.709961,23827.98047,424.3599854,10096.39386
2890.488037,3352.090088,23685.98047,424.6400146,10157.94101
2901.669922,3357.75,23685.98047,428.480011,10524.72371
2926.898926,3379.449951,23861.21094,431.1600037,10676.85175
2906.073975,3373.939941,23827.73047,431.0799866,10566.82557
2917.008057,3380.159912,23687.58984,430.519989,10683.80901
2983.62207,3380.159912,23523.24023,431.980011,10034.11437
2984.971924,3370.290039,23193.80078,430.3299866,10505.58225
2975.4021,3386.149902,23400.69922,433.8999939,9968.745608
3030.154053,3373.22998,23479.15039,430.1900024,9940.379525
3039.668945,3337.75,23386.74023,428.0700073,10029.84364
3031.23291,3225.889893,23386.74023,411.8599854,9994.89949
3013.050049,3128.209961,22605.41016,404.6000061,9664.272387
2987.928955,3116.389893,22426.18945,404.6199951,9110.867215
2991.330078,2978.76001,21948.23047,389.4500122,9076.753693
2880.303955,2954.219971,21142.96094,375.6499939,8963.19006
2970.930908,3090.22998,21344.08008,375.9700012,9165.499208
2992.896973,3003.370117,21082.73047,381.1300049,9078.042633
3011.666016,3130.120117,21100.06055,386.2999878,9044.840363
3071.677002,3023.939941,21329.11914,380.7600098,9374.848654
3034.510986,2972.370117,20749.75,366.7999878,9433.826744
2943.291016,2746.560059,19698.75977,339.5,8179.904404
2996.761963,2882.22998,19867.11914,335.6400146,8164.879551
2968.51709,2741.379883,19416.06055,333.1700134,8158.619655
2923.486084,2480.639893,18559.63086,294.9299927,5116.154832
2887.427002,2711.02002,17431.05078,299.1600037,5736.79637
2789.253906,2386.129883,17002.03906,284.6300049,5159.766068
2779.641113,2529.189941,17011.5293,291.0700073,5375.004061
2728.756104,2398.100098,16726.55078,279.6600037,5388.87796
2702.129883,2409.389893,16552.83008,287.7999878,6369.13761
2745.61792,2304.919922,16552.83008,293.0400085,6371.92471
2660.169922,2237.399902,16887.7793,280.4299927,6592.259188
2722.437988,2447.330078,18092.34961,304,6916.393861
2781.591064,2475.560059,19546.63086,313.3800049,6858.699216
2764.910889,2630.070068,18664.59961,321.3800049,6897.28845
2772.202881,2541.469971,19389.42969,310.8999939,6644.859031
2747.214111,2626.649902,19084.9707,314.8800049,6604.067821
2750.295898,2584.590088,18917.00977,320.0599976,6613.838098
2734.521973,2470.5,18065.41016,310.769989,6784.100848
2780.637939,2526.899902,17818.7207,312.0799866,6977.861517
2763.987061,2488.649902,17820.18945,309.0599976,6918.175012
2763.987061,2663.679932,18576.30078,320.5799866,7487.85728
2820.762939,2659.409912,18950.17969,326.6099854,7388.937547
2815.368896,2749.97998,19353.24023,326.6700134,7556.235585
2825.904053,2789.820068,19345.76953,331.7999878,7522.639371
2796.631104,2789.820068,19498.5,331.7999878,7069.425738
2783.048096,2761.629883,19043.40039,331.7999878,7045.924408
2827.282959,2846.060059,19638.81055,333.9100037,7044.347831
2811.174072,2783.360107,19550.08984,323.0599976,6838.146706
2819.935059,2799.550049,19290.19922,324.9200134,7335.153653
2852.552979,2823.159912,19669.11914,335.7000122,7098.576549
2827.012939,2736.560059,19280.7793,324.3099976,7097.612065
2843.97998,2799.310059,19137.94922,330.1400146,7345.409885
2838.499023,2797.800049,19429.43945,333.2399902,7661.456109
2808.529053,2836.73999,19262,329.5899963,7788.794932
2815.495117,2878.47998,19783.2207,335.4400024,8041.224354
2810.023926,2863.389893,19771.18945,341.0899963,8055.225205
2822.441895,2939.51001,19771.18945,347.0599976,9071.145382
2860.082031,2912.429932,20193.68945,340.0299988,8916.638105
2860.082031,2830.709961,19619.34961,340.0299988,9130.611849
2860.082031,2842.73999,19619.34961,328.4400024,9172.119364
2860.082031,2868.439941,19619.34961,335.5,9260.369021
2878.139893,2848.419922,19619.34961,334.3399963,9522.446597
2871.522949,2881.189941,19674.76953,337.980011,10214.94321
2895.340088,2929.800049,20179.08984,341.0499878,10107.41422
2894.800049,2930.189941,20390.66016,339.7000122,8833.041876
2891.555908,2870.120117,20366.48047,340.5700073,9039.644715
2898.050049,2820,20267.05078,333.9700012,9516.127043
2870.342041,2852.5,19914.7793,326.7099915,9984.466389
2868.458984,2863.699951,20037.4707,328.2399902,9570.379028
2875.417969,2953.909912,20133.73047,341.5899963,9990.240921
2898.575928,2922.939941,20433.44922,339.4899902,9991.851735
2883.738037,2971.610107,20595.15039,342.8200073,9781.378237
2867.924072,2948.51001,20552.31055,342.8200073,9328.288024
2813.764893,2955.449951,20388.16016,340.1700134,9438.080033
2817.969971,2955.449951,20741.65039,345.1799927,9159.124391
2846.547119,2991.77002,21271.16992,348.9200134,9083.276811
2836.803955,3036.129883,21419.23047,349.75,9437.655329
2846.221924,3029.72998,21916.31055,355.4700012,9794.440008
2852.351074,3044.310059,21877.89063,350.3599854,9708.502868
2915.430908,3055.72998,22062.39063,350.3599854,10466.84736
2921.397949,3080.820068,22325.60938,359.769989,9817.411572
2923.371094,3122.870117,22613.75977,368.9200134,9952.646156
2919.250977,3112.350098,22695.74023,366.25,10097.22273
2930.799072,3193.929932,22863.73047,375.3200073,9958.271213
2937.770996,3232.389893,23178.09961,374.1199951,10068.8174
2956.112061,3207.179932,23091.0293,369.5400085,10091.21462
2943.75293,3190.139893,23124.94922,368.1499939,10168.72348
2920.896973,3002.100098,22472.91016,353.0700073,9601.045199
2919.740967,3041.310059,22305.48047,354.0599976,9767.335508
2890.030029,3066.590088,21530.94922,353.0899963,9728.557643
2931.75,3124.73999,22582.21094,363.3299866,9820.445628
2935.870117,3113.48999,22455.75977,366.019989,9761.562628
2939.320068,3115.340088,22355.46094,363.4100037,9691.753271
2967.629883,3097.73999,22478.78906,365.4599915,9561.996242
2965.271973,3117.860107,22437.26953,362.7000122,9939.990509
2970.620117,3131.290039,22549.05078,367.3999939,9922.868835
2979.551025,3050.330078,22534.32031,357.1700134,9597.028239
2979.551025,3083.76001,22259.78906,359.7399902,9545.217392
2979.551025,3009.050049,22512.08008,358.3200073,9440.668166
2961.516113,3053.23999,21995.03906,359.8900146,9465.602194
2984.674072,3100.290039,22288.14063,360.3399963,9410.428264
3025.980957,3115.860107,22121.73047,361.1900024,9505.932069
3090.569092,3130.01001,22145.96094,368.2900085,9399.22903
3152.812988,3130.01001,22306.48047,365.4299927,9358.736621
3332.881104,3179.719971,22714.43945,371.2099915,9666.4186
3345.336914,3145.320068,22614.68945,368.9599915,9540.501495
3403.439941,3169.939941,22438.65039,366.480011,9726.809399
3450.593994,3152.050049,22529.28906,363.6400146,9571.749795
3383.322021,3185.040039,22290.81055,366.8299866,9570.29551
3443.285889,3155.219971,22784.74023,370.5,9534.445085
3414.618896,3197.52002,22587.00977,367.3999939,9535.463646
3361.303955,3226.560059,22945.5,373.8699951,9483.312882
3210.099121,3215.570068,22770.35938,372.1300049,9416.36749
3214.128906,3224.72998,22696.41992,372.7099915,9434.481358
3314.148926,3251.840088,22717.48047,375.5100098,9449.751331
3320.89502,3257.300049,22884.2207,376.7000122,9670.925111
3333.164063,3276.02002,22751.60938,373.4400024,9840.080937
3325.110107,3235.659912,22751.60938,373.6499939,9908.609651
3196.768066,3215.629883,22751.60938,367.2900085,9867.844584
3205.227051,3239.409912,22715.84961,366.1499939,11372.57153
3227.959961,3218.439941,22657.38086,367.6799927,11292.42776
3294.552002,3258.439941,22397.10938,367.4500122,11481.08663
3286.822021,3246.219971,22339.23047,359.519989,11510.0012
3310.00708,3271.120117,21710,356.3299866,11734.9313
3367.966064,3294.610107,22195.38086,363.6400146,11700.4148
3371.689941,3306.51001,22573.66016,363.3900146,11663.26598
3377.560059,3327.77002,22514.84961,365.1600037,12217.32521
3386.459961,3349.159912,22418.15039,362.4899902,12244.18395
3354.034912,3351.280029,22329.93945,363.5499878,12048.43356
3379.251953,3360.469971,22329.93945,364.6499939,12345.87264
